SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,WL_BIN,PTS_NORM
22023,1630217,22301206,2023-12-06,MEM @ DET,W,36.0,18.5,31.0,0.61,4.0,8.0,0.5,7.0,7.0,1.0,1.0,5.0,6.0,8.0,1.0,2.0,3.0,2.0,48.25,-1.0,1,1,1.0
22023,1630217,22300288,2023-12-02,MEM @ PHX,L,30.0,10.0,17.0,0.59,3.0,6.0,0.5,4.0,5.0,0.8,1.0,2.0,3.0,5.0,2.0,1.0,2.0,5.0,27.0,-3.0,1,0,0.5
22023,1630217,22300277,2023-12-01,MEM @ DAL,W,34.0,11.0,20.0,0.55,4.0,6.0,0.67,4.0,6.0,0.67,2.0,2.0,4.0,5.0,1.0,2.0,4.0,2.0,30.0,13.0,1,1,0.57
22023,1630217,22300261,2023-11-29,MEM vs. UTA,W,36.0,7.0,17.0,0.41,3.0,11.0,0.27,0.0,0.0,0.17,1.0,6.0,7.0,9.0,2.5,0.0,3.0,2.0,17.0,6.0,1,1,0.26
22023,1630217,22300249,2023-11-26,MEM vs. MIN,L,34.0,5.0,16.0,0.31,3.0,9.0,0.33,0.0,0.0,0.17,1.0,1.0,2.0,4.0,0.0,0.0,4.5,3.0,13.0,-17.0,1,0,0.17
22023,1630217,22300044,2023-11-24,MEM vs. PHX,L,34.0,3.0,12.0,0.25,0.0,5.0,0.1,0.0,0.0,0.17,0.0,5.0,5.0,10.0,1.0,0.0,3.0,3.0,6.0,-10.0,1,0,0.0
22023,1630217,22300231,2023-11-22,MEM @ HOU,L,26.0,6.0,12.0,0.5,2.0,6.0,0.33,8.88,10.0,0.9,1.0,6.0,7.0,4.0,1.0,0.0,2.0,4.0,23.0,-15.0,1,0,0.4
22023,1630217,22300213,2023-11-19,MEM vs. BOS,L,37.0,11.0,27.0,0.41,7.0,14.0,0.5,1.0,1.0,1.0,2.0,0.0,2.0,8.0,1.0,0.0,2.0,2.0,30.0,1.0,1,0,0.57
22023,1630217,22300206,2023-11-18,MEM @ SAS,W,34.0,8.0,15.0,0.53,3.0,6.0,0.5,7.0,7.0,1.0,2.5,2.0,5.0,4.0,1.0,0.0,2.0,5.0,26.0,4.0,1,1,0.47
22023,1630217,22300026,2023-11-14,MEM @ LAL,L,27.0,5.0,10.0,0.5,2.0,6.0,0.33,3.0,3.0,1.0,0.0,1.0,1.0,5.0,0.0,0.0,2.0,1.0,15.0,-24.0,1,0,0.21
22023,1630217,22300179,2023-11-12,MEM @ LAC,W,35.0,10.0,24.0,0.42,3.0,11.0,0.27,4.0,6.0,0.67,1.0,3.0,4.0,6.0,0.0,1.0,4.0,4.0,27.0,11.0,1,1,0.5
22023,1630217,22300012,2023-11-10,MEM vs. UTA,L,38.0,14.0,28.0,0.5,7.0,13.0,0.54,2.0,3.0,0.67,0.0,4.0,4.0,8.0,1.0,2.0,3.0,3.0,37.0,1.0,1,0,0.73
22023,1630217,22300164,2023-11-08,MEM vs. MIA,L,36.0,4.0,16.0,0.25,2.0,8.0,0.25,5.0,6.0,0.83,0.0,5.0,5.0,3.0,1.0,2.0,1.0,3.0,15.0,-18.0,1,0,0.21
22023,1630217,22300144,2023-11-05,MEM @ POR,W,34.0,13.0,27.0,0.48,3.0,9.0,0.33,1.0,1.0,1.0,0.0,8.0,8.0,5.0,1.0,0.0,3.0,5.0,30.0,8.0,1,1,0.57
22023,1630217,22300007,2023-11-03,MEM @ POR,L,43.75,13.0,26.0,0.5,3.0,9.0,0.33,4.0,5.0,0.8,1.0,7.0,8.0,7.0,2.5,2.5,3.0,5.0,33.0,11.0,1,0,0.64
22023,1630217,22300125,2023-11-01,MEM @ UTA,L,27.0,7.0,19.0,0.37,4.0,12.0,0.33,3.0,3.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,2.0,1.0,21.0,-25.0,1,0,0.36
22023,1630217,22300106,2023-10-30,MEM vs. DAL,L,37.0,12.0,17.0,0.71,3.0,7.0,0.43,3.0,4.0,0.75,2.0,4.0,6.0,3.0,2.5,0.0,2.0,3.0,30.0,0.0,1,0,0.57
22023,1630217,22300089,2023-10-28,MEM @ WAS,L,34.0,10.0,20.0,0.5,4.0,10.0,0.4,2.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,4.5,4.0,26.0,-11.0,1,0,0.47
22023,1630217,22300078,2023-10-27,MEM vs. DEN,L,32.0,4.0,17.0,0.24,1.0,10.0,0.1,6.0,6.0,1.0,1.0,2.0,3.0,3.0,2.0,0.0,2.0,3.0,15.0,-8.0,1,0,0.21
22023,1630217,22300071,2023-10-25,MEM vs. NOP,L,36.0,11.0,22.0,0.5,5.0,10.0,0.5,4.0,5.0,0.8,0.0,5.0,5.0,5.0,2.0,1.0,2.0,1.0,31.0,6.0,1,0,0.59
