Team_ID,Game_ID,GAME_DATE,MATCHUP,WL,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,WL_BIN,PTS_NORM
1610612763,22400023,2024-11-19,MEM vs. DEN,L,8.0,7.0,0.533,240.0,41.0,103.0,0.398,9.0,38.0,0.237,19.0,31.0,0.613,19.0,36.0,55.0,24.0,9.0,10.0,22.0,24.0,110.0,0,0.11764705882352941
1610612763,22400238,2024-11-17,MEM vs. DEN,W,8.0,6.0,0.571,240.0,41.0,91.0,0.451,13.0,39.0,0.333,10.0,12.0,0.833,10.0,35.0,45.0,31.0,10.0,10.0,12.0,15.0,105.0,1,0.0196078431372549
1610612763,22400019,2024-11-15,MEM @ GSW,L,7.0,6.0,0.538,240.0,42.0,103.0,0.408,7.0,42.0,0.167,27.0,33.0,0.818,18.0,36.0,54.0,22.0,8.0,11.0,15.0,21.0,118.0,0,0.27450980392156865
1610612763,22400225,2024-11-13,MEM @ LAL,L,7.0,5.0,0.583,240.0,42.0,89.0,0.472,12.0,33.0,0.364,27.0,33.0,0.818,12.0,29.0,41.0,28.0,11.0,6.0,13.0,25.0,123.0,0,0.37254901960784315
1610612763,22400210,2024-11-10,MEM @ POR,W,7.0,4.0,0.636,240.0,47.0,85.0,0.553,16.0,43.0,0.372,24.0,28.0,0.857,10.0,41.0,51.0,32.0,15.0,13.0,20.0,17.0,134.0,1,0.5882352941176471
1610612763,22400191,2024-11-08,MEM vs. WAS,W,6.0,4.0,0.6,240.0,46.0,97.0,0.474,14.0,43.0,0.326,22.0,25.0,0.88,13.0,37.0,50.0,30.0,10.0,10.0,17.0,19.0,128.0,1,0.47058823529411764
1610612763,22400174,2024-11-06,MEM vs. LAL,W,5.0,4.0,0.556,240.0,48.0,93.0,0.516,17.0,34.0,0.5,18.0,23.0,0.783,12.0,38.0,50.0,28.0,5.0,6.0,18.0,17.0,131.0,1,0.5294117647058824
1610612763,22400158,2024-11-04,MEM @ BKN,L,4.0,4.0,0.5,240.0,43.0,91.0,0.473,8.0,30.0,0.267,10.0,13.0,0.769,13.0,31.0,44.0,29.0,5.0,8.0,14.0,16.0,104.0,0,0.0
1610612763,22400142,2024-11-02,MEM @ PHI,W,4.0,3.0,0.571,240.0,48.0,87.0,0.552,12.0,27.0,0.444,16.0,21.0,0.762,11.0,41.0,52.0,35.0,9.0,6.0,16.0,22.0,124.0,1,0.39215686274509803
1610612763,22400128,2024-10-31,MEM vs. MIL,W,3.0,3.0,0.5,240.0,43.0,82.0,0.524,8.0,28.0,0.286,28.0,31.0,0.903,7.0,46.625,56.0,26.0,6.0,3.0,16.0,21.0,122.0,1,0.35294117647058826
1610612763,22400124,2024-10-30,MEM vs. BKN,L,2.0,3.0,0.46637499999999993,240.0,38.0,81.0,0.469,8.0,27.0,0.296,22.0,29.0,0.759,12.0,26.0,38.0,27.0,9.0,3.0,22.0,21.0,106.0,0,0.0392156862745098
1610612763,22400108,2024-10-28,MEM vs. CHI,L,2.0,2.0,0.5,240.0,51.0,110.875,0.459,14.0,43.0,0.326,7.0,13.0,0.5773750000000001,18.0,42.0,60.0,37.0,5.0,9.0,10.0,21.0,123.0,0,0.37254901960784315
1610612763,22400092,2024-10-26,MEM vs. ORL,W,2.0,1.0,0.667,240.0,46.0,86.0,0.535,13.0,34.0,0.382,19.0,24.0,0.792,6.0,36.0,42.0,38.0,10.0,5.0,18.0,24.0,124.0,1,0.39215686274509803
1610612763,22400082,2024-10-25,MEM @ HOU,L,1.0,1.0,0.5,240.0,38.0,91.0,0.418,10.0,28.0,0.357,22.0,36.0,0.611,14.0,29.0,43.0,24.0,8.0,8.0,17.0,25.0,108.0,0,0.0784313725490196
1610612763,22400070,2024-10-23,MEM @ UTA,W,1.0,0.0,0.7873750000000002,240.0,43.0,91.0,0.473,17.0,45.0,0.378,23.0,32.0,0.719,13.0,28.0,41.0,28.0,7.0,5.0,12.0,31.875,126.0,1,0.43137254901960786
