SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,WL_BIN,PTS_NORM
22024,1630217,22400056,2024-12-03,MEM @ DAL,L,31.0,8.0,14.0,0.571,2.0,5.0,0.4,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,5.0,19.0,-1.0,1,0,0.5675675675675675
22024,1630217,22400306,2024-12-01,MEM vs. IND,W,30.0,7.0,15.0,0.467,2.0,8.0,0.25,0.0,0.0,0.0,0.0,6.0,6.0,6.0,1.0,0.0,1.0,4.0,16.0,18.0,1,1,0.4594594594594595
22024,1630217,22400042,2024-11-29,MEM vs. NOP,W,26.0,3.0,8.0,0.375,1.0,3.0,0.333,0.0,0.0,0.0,0.0,3.0,3.0,4.0,1.0,0.0,1.0,4.0,7.0,11.0,1,1,0.13513513513513514
22024,1630217,22400293,2024-11-27,MEM vs. DET,W,22.0,1.75,6.0,0.20100000000000004,0.0,3.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0,7.0,1.0,0.0,5.0,1.0,3.25,6.0,1,1,0.0
22024,1630217,22400282,2024-11-25,MEM vs. POR,W,24.0,2.0,8.0,0.25,1.0,4.0,0.25,3.0,4.0,0.75,0.0,7.0,7.0,2.0,0.0,1.0,2.0,3.0,8.0,9.0,1,1,0.17117117117117117
22024,1630217,22400266,2024-11-23,MEM @ CHI,W,30.0,4.0,14.0,0.286,1.0,5.0,0.2,4.0,6.0,0.667,2.0,5.0,7.0,2.0,0.0,1.0,2.0,1.0,13.0,5.0,1,1,0.35135135135135137
22024,1630217,22400255,2024-11-20,MEM vs. PHI,W,35.0,8.0,18.0,0.444,5.0,11.0,0.455,0.0,0.0,0.0,1.0,9.0,10.0,6.0,1.0,1.0,4.0,2.0,21.0,14.0,1,1,0.6396396396396397
22024,1630217,22400023,2024-11-19,MEM vs. DEN,L,29.0,1.75,10.0,0.20100000000000004,0.0,5.0,0.0,3.0,5.0,0.6,0.0,5.0,5.0,5.0,1.0,0.0,2.0,5.0,5.0,-24.0,1,0,0.06306306306306306
22024,1630217,22400238,2024-11-17,MEM vs. DEN,W,29.0,5.0,12.0,0.417,1.0,7.0,0.143,0.0,0.0,0.0,1.0,9.75,11.0,7.0,0.0,1.0,2.0,1.0,11.0,14.0,1,1,0.27927927927927926
22024,1630217,22400019,2024-11-15,MEM @ GSW,L,27.0,7.0,13.0,0.538,1.0,4.0,0.25,3.0,4.0,0.75,1.0,5.0,6.0,2.0,2.0,0.0,3.0,1.0,18.0,12.0,1,0,0.5315315315315315
22024,1630217,22400124,2024-10-30,MEM vs. BKN,L,19.25,3.0,7.0,0.429,1.0,2.0,0.5,3.0,3.0,1.0,1.0,5.0,6.0,0.0,0.0,0.0,2.0,1.0,10.0,-10.0,1,0,0.24324324324324326
22024,1630217,22400108,2024-10-28,MEM vs. CHI,L,31.0,11.0,19.0,0.579,6.0,10.0,0.6,2.0,2.0,1.0,2.0,5.0,7.0,4.0,0.0,0.0,1.0,3.0,30.0,2.0,1,0,0.963963963963964
22024,1630217,22400092,2024-10-26,MEM vs. ORL,W,28.0,5.0,10.0,0.5,2.0,6.0,0.333,1.0,1.0,1.0,1.0,6.0,7.0,2.0,2.0,0.0,3.0,4.0,13.0,7.0,1,1,0.35135135135135137
22024,1630217,22400082,2024-10-25,MEM @ HOU,L,29.0,8.0,16.0,0.5,0.0,4.0,0.0,1.0,2.0,0.5,1.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,17.0,-12.0,1,0,0.4954954954954955
22024,1630217,22400070,2024-10-23,MEM @ UTA,W,27.0,8.0,20.0,0.4,4.0,10.0,0.4,4.0,4.0,1.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,24.0,-8.0,1,1,0.7477477477477478
