Média de Roubos de Bola por Jogo,Média de Rebotes Defensivos por Jogo,Média de Tocos por Jogo,Média de Erros por Jogo,Média de Faltas por Jogo
8.569029850746269,32.75839552238806,6.074626865671642,14.847014925373134,19.796641791044777
