Média de Pontos por Jogo,Média de Assistências por Jogo,Média de Rebotes por Jogo,Média de Cestas de 3 Convertidas por Jogo,Derrotas em Casa,Derrotas Fora de Casa
112.69402985074628,26.5,44.6044776119403,13.406716417910447,38,34
