Média de Roubos de Bola por Jogo,Média de Rebotes Defensivos por Jogo,Média de Tocos por Jogo,Média de Erros por Jogo,Média de Faltas por Jogo
8.539423076923077,32.666346153846156,6.076923076923077,14.884615384615385,19.883653846153845
