Média de Pontos por Jogo,Média de Assistências por Jogo,Média de Rebotes por Jogo,Média de Cestas de 3 Convertidas por Jogo,Derrotas em Casa,Derrotas Fora de Casa
112.23846153846154,26.446153846153845,44.36923076923077,13.39423076923077,37,34
