Total de Rebotes,Total de Rebotes Ofensivos,Total de Rebotes Defensivos,Total de Pontos,Total de Cestas de 2 Pontos,Total de Cestas de 3 Pontos,Total de Lance Livre Convertidos
5768.0,1518.125,4246.625,14591.0,3578.75,1741.25,2206.0
